oscar_no,oscar_yr,award,name,movie,age,birth_pl,birth_date,birth_mo,birth_d,birth_y,index,Gender,Race,Director(s),Film,Nomination/Winner
56,1984,Best actor,Robert Duvall,Tender Mercies,52,California,1931-01-05,1,5,1931,276,Male,White,Woody Allen,Broadway Danny Rose,Nomination
56,1984,Best actor,Robert Duvall,Tender Mercies,52,California,1931-01-05,1,5,1931,277,Male,White,Robert Benton,Places in the Heart,Nomination
56,1984,Best actor,Robert Duvall,Tender Mercies,52,California,1931-01-05,1,5,1931,278,Male,White,Roland Joffé,The Killing Fields,Nomination
56,1984,Best actor,Robert Duvall,Tender Mercies,52,California,1931-01-05,1,5,1931,279,Male,White,David Lean,A Passage to India,Nomination
57,1985,Best actress,Sally Field,Places in the Heart,38,California,1946-11-06,11,6,1946,280,Male,White,Sydney Pollack,Out of Africa,Winner
57,1985,Best actress,Sally Field,Places in the Heart,38,California,1946-11-06,11,6,1946,281,Male,White,Héctor Babenco,Kiss of the Spider Woman,Nomination
57,1985,Best actress,Sally Field,Places in the Heart,38,California,1946-11-06,11,6,1946,282,Male,White,John Huston,Prizzi's Honor,Nomination
57,1985,Best actress,Sally Field,Places in the Heart,38,California,1946-11-06,11,6,1946,283,Male,White,Akira Kurosawa,Ran,Nomination
57,1985,Best actress,Sally Field,Places in the Heart,38,California,1946-11-06,11,6,1946,284,Male,White,Peter Weir,Witness,Nomination
57,1985,Best actor,F. Murray Abraham,Amadeus,45,Pennsylvania,1939-10-24,10,24,1939,280,Male,White,Sydney Pollack,Out of Africa,Winner
57,1985,Best actor,F. Murray Abraham,Amadeus,45,Pennsylvania,1939-10-24,10,24,1939,281,Male,White,Héctor Babenco,Kiss of the Spider Woman,Nomination
57,1985,Best actor,F. Murray Abraham,Amadeus,45,Pennsylvania,1939-10-24,10,24,1939,282,Male,White,John Huston,Prizzi's Honor,Nomination
57,1985,Best actor,F. Murray Abraham,Amadeus,45,Pennsylvania,1939-10-24,10,24,1939,283,Male,White,Akira Kurosawa,Ran,Nomination
57,1985,Best actor,F. Murray Abraham,Amadeus,45,Pennsylvania,1939-10-24,10,24,1939,284,Male,White,Peter Weir,Witness,Nomination
58,1986,Best actress,Geraldine Page,Trip to Bountiful,61,Missouri,1924-11-22,11,22,1924,285,Male,White,Oliver Stone,Platoon,Winner
58,1986,Best actress,Geraldine Page,Trip to Bountiful,61,Missouri,1924-11-22,11,22,1924,286,Male,White,Woody Allen,Hannah and Her Sisters,Nomination
58,1986,Best actress,Geraldine Page,Trip to Bountiful,61,Missouri,1924-11-22,11,22,1924,287,Male,White,James Ivory,A Room with a View,Nomination
58,1986,Best actress,Geraldine Page,Trip to Bountiful,61,Missouri,1924-11-22,11,22,1924,288,Male,White,Roland Joffé,The Mission,Nomination
58,1986,Best actress,Geraldine Page,Trip to Bountiful,61,Missouri,1924-11-22,11,22,1924,289,Male,White,David Lynch,Blue Velvet,Nomination
58,1986,Best actor,William Hurt,Kiss of the Spider Woman,35,Washington DC,1950-03-20,3,20,1950,285,Male,White,Oliver Stone,Platoon,Winner
58,1986,Best actor,William Hurt,Kiss of the Spider Woman,35,Washington DC,1950-03-20,3,20,1950,286,Male,White,Woody Allen,Hannah and Her Sisters,Nomination
58,1986,Best actor,William Hurt,Kiss of the Spider Woman,35,Washington DC,1950-03-20,3,20,1950,287,Male,White,James Ivory,A Room with a View,Nomination
58,1986,Best actor,William Hurt,Kiss of the Spider Woman,35,Washington DC,1950-03-20,3,20,1950,288,Male,White,Roland Joffé,The Mission,Nomination
58,1986,Best actor,William Hurt,Kiss of the Spider Woman,35,Washington DC,1950-03-20,3,20,1950,289,Male,White,David Lynch,Blue Velvet,Nomination
59,1987,Best actress,Marlee Matlin,Children of a Lesser God,21,Illinois,1965-08-24,8,24,1965,290,Male,White,Bernardo Bertolucci,The Last Emperor,Winner
59,1987,Best actress,Marlee Matlin,Children of a Lesser God,21,Illinois,1965-08-24,8,24,1965,291,Male,White,John Boorman,Hope and Glory,Nomination
59,1987,Best actress,Marlee Matlin,Children of a Lesser God,21,Illinois,1965-08-24,8,24,1965,292,Male,White,Lasse Hallström,My Life as a Dog,Nomination
59,1987,Best actress,Marlee Matlin,Children of a Lesser God,21,Illinois,1965-08-24,8,24,1965,293,Male,White,Norman Jewison,Moonstruck,Nomination
59,1987,Best actress,Marlee Matlin,Children of a Lesser God,21,Illinois,1965-08-24,8,24,1965,294,Male,White,Adrian Lyne,Fatal Attraction,Nomination
59,1987,Best actor,Paul Newman,The Color of Money,61,Ohio,1925-01-26,1,26,1925,290,Male,White,Bernardo Bertolucci,The Last Emperor,Winner
59,1987,Best actor,Paul Newman,The Color of Money,61,Ohio,1925-01-26,1,26,1925,291,Male,White,John Boorman,Hope and Glory,Nomination
59,1987,Best actor,Paul Newman,The Color of Money,61,Ohio,1925-01-26,1,26,1925,292,Male,White,Lasse Hallström,My Life as a Dog,Nomination
59,1987,Best actor,Paul Newman,The Color of Money,61,Ohio,1925-01-26,1,26,1925,293,Male,White,Norman Jewison,Moonstruck,Nomination
59,1987,Best actor,Paul Newman,The Color of Money,61,Ohio,1925-01-26,1,26,1925,294,Male,White,Adrian Lyne,Fatal Attraction,Nomination
60,1988,Best actress,Cher,Moonstruck,41,California,1946-05-20,5,20,1946,295,Male,White,Barry Levinson,Rain Man,Winner
60,1988,Best actress,Cher,Moonstruck,41,California,1946-05-20,5,20,1946,296,Male,White,Charles Crichton,A Fish Called Wanda,Nomination
60,1988,Best actress,Cher,Moonstruck,41,California,1946-05-20,5,20,1946,297,Male,White,Mike Nichols,Working Girl,Nomination
60,1988,Best actress,Cher,Moonstruck,41,California,1946-05-20,5,20,1946,298,Male,White,Alan Parker,Mississippi Burning,Nomination
60,1988,Best actress,Cher,Moonstruck,41,California,1946-05-20,5,20,1946,299,Male,White,Martin Scorsese,The Last Temptation of Christ,Nomination
60,1988,Best actor,Michael Douglas,Wall Street,43,New Jersey,1944-09-25,9,25,1944,295,Male,White,Barry Levinson,Rain Man,Winner
60,1988,Best actor,Michael Douglas,Wall Street,43,New Jersey,1944-09-25,9,25,1944,296,Male,White,Charles Crichton,A Fish Called Wanda,Nomination
60,1988,Best actor,Michael Douglas,Wall Street,43,New Jersey,1944-09-25,9,25,1944,297,Male,White,Mike Nichols,Working Girl,Nomination
60,1988,Best actor,Michael Douglas,Wall Street,43,New Jersey,1944-09-25,9,25,1944,298,Male,White,Alan Parker,Mississippi Burning,Nomination
60,1988,Best actor,Michael Douglas,Wall Street,43,New Jersey,1944-09-25,9,25,1944,299,Male,White,Martin Scorsese,The Last Temptation of Christ,Nomination
61,1989,Best actress,Jodie Foster,The Accused,26,California,1962-11-19,11,19,1962,300,Male,White,Oliver Stone,Born on the Fourth of July,Winner
61,1989,Best actress,Jodie Foster,The Accused,26,California,1962-11-19,11,19,1962,301,Male,White,Woody Allen,Crimes and Misdemeanors,Nomination
61,1989,Best actress,Jodie Foster,The Accused,26,California,1962-11-19,11,19,1962,302,Male,White,Kenneth Branagh,Henry V,Nomination
61,1989,Best actress,Jodie Foster,The Accused,26,California,1962-11-19,11,19,1962,303,Male,White,Jim Sheridan,My Left Foot,Nomination
61,1989,Best actress,Jodie Foster,The Accused,26,California,1962-11-19,11,19,1962,304,Male,White,Peter Weir,Dead Poets Society,Nomination
61,1989,Best actor,Dustin Hoffman,Rain Man,51,California,1937-08-08,8,8,1937,300,Male,White,Oliver Stone,Born on the Fourth of July,Winner
61,1989,Best actor,Dustin Hoffman,Rain Man,51,California,1937-08-08,8,8,1937,301,Male,White,Woody Allen,Crimes and Misdemeanors,Nomination
61,1989,Best actor,Dustin Hoffman,Rain Man,51,California,1937-08-08,8,8,1937,302,Male,White,Kenneth Branagh,Henry V,Nomination
61,1989,Best actor,Dustin Hoffman,Rain Man,51,California,1937-08-08,8,8,1937,303,Male,White,Jim Sheridan,My Left Foot,Nomination
61,1989,Best actor,Dustin Hoffman,Rain Man,51,California,1937-08-08,8,8,1937,304,Male,White,Peter Weir,Dead Poets Society,Nomination
62,1990,Best actress,Jessica Tandy,Driving Miss Daisy,80,England,1909-06-07,6,7,1909,305,Male,White,Kevin Costner,Dances with Wolves,Winner
62,1990,Best actress,Jessica Tandy,Driving Miss Daisy,80,England,1909-06-07,6,7,1909,306,Male,White,Francis Ford Coppola,The Godfather Part III,Nomination
62,1990,Best actress,Jessica Tandy,Driving Miss Daisy,80,England,1909-06-07,6,7,1909,307,Male,White,Stephen Frears,The Grifters,Nomination
62,1990,Best actress,Jessica Tandy,Driving Miss Daisy,80,England,1909-06-07,6,7,1909,308,Male,White,Barbet Schroeder,Reversal of Fortune,Nomination
62,1990,Best actress,Jessica Tandy,Driving Miss Daisy,80,England,1909-06-07,6,7,1909,309,Male,White,Martin Scorsese,Goodfellas,Nomination
62,1990,Best actor,Daniel Day-Lewis,My Left Foot,32,England,1957-04-29,4,29,1957,305,Male,White,Kevin Costner,Dances with Wolves,Winner
62,1990,Best actor,Daniel Day-Lewis,My Left Foot,32,England,1957-04-29,4,29,1957,306,Male,White,Francis Ford Coppola,The Godfather Part III,Nomination
62,1990,Best actor,Daniel Day-Lewis,My Left Foot,32,England,1957-04-29,4,29,1957,307,Male,White,Stephen Frears,The Grifters,Nomination
62,1990,Best actor,Daniel Day-Lewis,My Left Foot,32,England,1957-04-29,4,29,1957,308,Male,White,Barbet Schroeder,Reversal of Fortune,Nomination
62,1990,Best actor,Daniel Day-Lewis,My Left Foot,32,England,1957-04-29,4,29,1957,309,Male,White,Martin Scorsese,Goodfellas,Nomination
63,1991,Best actress,Kathy Bates,Misery,42,Tennessee,1948-06-28,6,28,1948,310,Male,White,Jonathan Demme,The Silence of the Lambs,Winner
63,1991,Best actress,Kathy Bates,Misery,42,Tennessee,1948-06-28,6,28,1948,311,Male,White,Barry Levinson,Bugsy,Nomination
63,1991,Best actress,Kathy Bates,Misery,42,Tennessee,1948-06-28,6,28,1948,312,Male,White,Ridley Scott,Thelma & Louise,Nomination
63,1991,Best actress,Kathy Bates,Misery,42,Tennessee,1948-06-28,6,28,1948,313,Male,Black,John Singleton,Boyz n the Hood,Nomination
63,1991,Best actress,Kathy Bates,Misery,42,Tennessee,1948-06-28,6,28,1948,314,Male,White,Oliver Stone,JFK,Nomination
63,1991,Best actor,Jeremy Irons,Reversal of Fortune,42,Isle of Wight,1948-09-19,9,19,1948,310,Male,White,Jonathan Demme,The Silence of the Lambs,Winner
63,1991,Best actor,Jeremy Irons,Reversal of Fortune,42,Isle of Wight,1948-09-19,9,19,1948,311,Male,White,Barry Levinson,Bugsy,Nomination
63,1991,Best actor,Jeremy Irons,Reversal of Fortune,42,Isle of Wight,1948-09-19,9,19,1948,312,Male,White,Ridley Scott,Thelma & Louise,Nomination
63,1991,Best actor,Jeremy Irons,Reversal of Fortune,42,Isle of Wight,1948-09-19,9,19,1948,313,Male,Black,John Singleton,Boyz n the Hood,Nomination
63,1991,Best actor,Jeremy Irons,Reversal of Fortune,42,Isle of Wight,1948-09-19,9,19,1948,314,Male,White,Oliver Stone,JFK,Nomination
64,1992,Best actress,Jodie Foster,The Silence of the Lambs,29,California,1962-11-19,11,19,1962,315,Male,White,Clint Eastwood,Unforgiven,Winner
64,1992,Best actress,Jodie Foster,The Silence of the Lambs,29,California,1962-11-19,11,19,1962,316,Male,White,Robert Altman,The Player,Nomination
64,1992,Best actress,Jodie Foster,The Silence of the Lambs,29,California,1962-11-19,11,19,1962,317,Male,White,Martin Brest,Scent of a Woman,Nomination
64,1992,Best actress,Jodie Foster,The Silence of the Lambs,29,California,1962-11-19,11,19,1962,318,Male,White,James Ivory,Howards End,Nomination
64,1992,Best actress,Jodie Foster,The Silence of the Lambs,29,California,1962-11-19,11,19,1962,319,Male,White,Neil Jordan,The Crying Game,Nomination
64,1992,Best actor,Anthony Hopkins,The Silence of the Lambs,54,Wales,1937-12-31,12,31,1937,315,Male,White,Clint Eastwood,Unforgiven,Winner
64,1992,Best actor,Anthony Hopkins,The Silence of the Lambs,54,Wales,1937-12-31,12,31,1937,316,Male,White,Robert Altman,The Player,Nomination
64,1992,Best actor,Anthony Hopkins,The Silence of the Lambs,54,Wales,1937-12-31,12,31,1937,317,Male,White,Martin Brest,Scent of a Woman,Nomination
64,1992,Best actor,Anthony Hopkins,The Silence of the Lambs,54,Wales,1937-12-31,12,31,1937,318,Male,White,James Ivory,Howards End,Nomination
64,1992,Best actor,Anthony Hopkins,The Silence of the Lambs,54,Wales,1937-12-31,12,31,1937,319,Male,White,Neil Jordan,The Crying Game,Nomination
65,1993,Best actress,Emma Thompson,Howards End,33,England,1959-04-15,4,15,1959,320,Male,White,Steven Spielberg,Schindler's List,Winner
65,1993,Best actress,Emma Thompson,Howards End,33,England,1959-04-15,4,15,1959,321,Male,White,Robert Altman,Short Cuts,Nomination
65,1993,Best actress,Emma Thompson,Howards End,33,England,1959-04-15,4,15,1959,322,Female,White,Jane Campion,The Piano,Nomination
65,1993,Best actress,Emma Thompson,Howards End,33,England,1959-04-15,4,15,1959,323,Male,White,James Ivory,The Remains of the Day,Nomination
65,1993,Best actress,Emma Thompson,Howards End,33,England,1959-04-15,4,15,1959,324,Male,White,Jim Sheridan,In the Name of the Father,Nomination
65,1993,Best actor,Al Pacino,Scent of a Woman,52,New York,1940-04-25,4,25,1940,320,Male,White,Steven Spielberg,Schindler's List,Winner
65,1993,Best actor,Al Pacino,Scent of a Woman,52,New York,1940-04-25,4,25,1940,321,Male,White,Robert Altman,Short Cuts,Nomination
65,1993,Best actor,Al Pacino,Scent of a Woman,52,New York,1940-04-25,4,25,1940,322,Female,White,Jane Campion,The Piano,Nomination
65,1993,Best actor,Al Pacino,Scent of a Woman,52,New York,1940-04-25,4,25,1940,323,Male,White,James Ivory,The Remains of the Day,Nomination
65,1993,Best actor,Al Pacino,Scent of a Woman,52,New York,1940-04-25,4,25,1940,324,Male,White,Jim Sheridan,In the Name of the Father,Nomination
66,1994,Best actress,Holly Hunter,The Piano,35,Georgia,1958-03-20,3,20,1958,325,Male,White,Robert Zemeckis,Forrest Gump,Winner
66,1994,Best actress,Holly Hunter,The Piano,35,Georgia,1958-03-20,3,20,1958,326,Male,White,Woody Allen,Bullets over Broadway,Nomination
66,1994,Best actress,Holly Hunter,The Piano,35,Georgia,1958-03-20,3,20,1958,327,Male,White,Krzysztof Kieślowski,Three Colours: Red,Nomination
66,1994,Best actress,Holly Hunter,The Piano,35,Georgia,1958-03-20,3,20,1958,328,Male,White,Robert Redford,Quiz Show,Nomination
66,1994,Best actress,Holly Hunter,The Piano,35,Georgia,1958-03-20,3,20,1958,329,Male,White,Quentin Tarantino,Pulp Fiction,Nomination
66,1994,Best actor,Tom Hanks,Philadelphia,37,California,1956-07-09,7,9,1956,325,Male,White,Robert Zemeckis,Forrest Gump,Winner
66,1994,Best actor,Tom Hanks,Philadelphia,37,California,1956-07-09,7,9,1956,326,Male,White,Woody Allen,Bullets over Broadway,Nomination
66,1994,Best actor,Tom Hanks,Philadelphia,37,California,1956-07-09,7,9,1956,327,Male,White,Krzysztof Kieślowski,Three Colours: Red,Nomination
66,1994,Best actor,Tom Hanks,Philadelphia,37,California,1956-07-09,7,9,1956,328,Male,White,Robert Redford,Quiz Show,Nomination
66,1994,Best actor,Tom Hanks,Philadelphia,37,California,1956-07-09,7,9,1956,329,Male,White,Quentin Tarantino,Pulp Fiction,Nomination
67,1995,Best actress,Jessica Lange,Blue Sky,45,Minnesota,1949-04-20,4,20,1949,330,Male,White,Mel Gibson,Braveheart,Winner
67,1995,Best actress,Jessica Lange,Blue Sky,45,Minnesota,1949-04-20,4,20,1949,331,Male,White,Mike Figgis,Leaving Las Vegas,Nomination
67,1995,Best actress,Jessica Lange,Blue Sky,45,Minnesota,1949-04-20,4,20,1949,332,Male,White,Chris Noonan,Babe,Nomination
67,1995,Best actress,Jessica Lange,Blue Sky,45,Minnesota,1949-04-20,4,20,1949,333,Male,White,Michael Radford,Il Postino: The Postman,Nomination
67,1995,Best actress,Jessica Lange,Blue Sky,45,Minnesota,1949-04-20,4,20,1949,334,Male,White,Tim Robbins,Dead Man Walking,Nomination
67,1995,Best actor,Tom Hanks,Forest Gump,38,California,1956-07-09,7,9,1956,330,Male,White,Mel Gibson,Braveheart,Winner
67,1995,Best actor,Tom Hanks,Forest Gump,38,California,1956-07-09,7,9,1956,331,Male,White,Mike Figgis,Leaving Las Vegas,Nomination
67,1995,Best actor,Tom Hanks,Forest Gump,38,California,1956-07-09,7,9,1956,332,Male,White,Chris Noonan,Babe,Nomination
67,1995,Best actor,Tom Hanks,Forest Gump,38,California,1956-07-09,7,9,1956,333,Male,White,Michael Radford,Il Postino: The Postman,Nomination
67,1995,Best actor,Tom Hanks,Forest Gump,38,California,1956-07-09,7,9,1956,334,Male,White,Tim Robbins,Dead Man Walking,Nomination
68,1996,Best actress,Susan Sarandon,Dead Man Walking,49,New York,1946-10-04,10,4,1946,335,Male,White,Anthony Minghella,The English Patient,Winner
68,1996,Best actress,Susan Sarandon,Dead Man Walking,49,New York,1946-10-04,10,4,1946,336,Male,White,Joel Coen,Fargo,Nomination
68,1996,Best actress,Susan Sarandon,Dead Man Walking,49,New York,1946-10-04,10,4,1946,337,Male,White,Miloš Forman,The People vs. Larry Flynt,Nomination
68,1996,Best actress,Susan Sarandon,Dead Man Walking,49,New York,1946-10-04,10,4,1946,338,Male,White,Scott Hicks,Shine,Nomination
68,1996,Best actress,Susan Sarandon,Dead Man Walking,49,New York,1946-10-04,10,4,1946,339,Male,White,Mike Leigh,Secrets & Lies,Nomination
68,1996,Best actor,Nicolas Cage,Leaving Las Vegas,31,California,1964-01-07,1,7,1964,335,Male,White,Anthony Minghella,The English Patient,Winner
68,1996,Best actor,Nicolas Cage,Leaving Las Vegas,31,California,1964-01-07,1,7,1964,336,Male,White,Joel Coen,Fargo,Nomination
68,1996,Best actor,Nicolas Cage,Leaving Las Vegas,31,California,1964-01-07,1,7,1964,337,Male,White,Miloš Forman,The People vs. Larry Flynt,Nomination
68,1996,Best actor,Nicolas Cage,Leaving Las Vegas,31,California,1964-01-07,1,7,1964,338,Male,White,Scott Hicks,Shine,Nomination
68,1996,Best actor,Nicolas Cage,Leaving Las Vegas,31,California,1964-01-07,1,7,1964,339,Male,White,Mike Leigh,Secrets & Lies,Nomination
69,1997,Best actress,Frances McDormand,Fargo,39,Illinois,1957-06-23,6,23,1957,340,Male,White,James Cameron,Titanic,Winner
69,1997,Best actress,Frances McDormand,Fargo,39,Illinois,1957-06-23,6,23,1957,341,Male,White,Peter Cattaneo,The Full Monty,Nomination
69,1997,Best actress,Frances McDormand,Fargo,39,Illinois,1957-06-23,6,23,1957,342,Male,White,Atom Egoyan,The Sweet Hereafter,Nomination
69,1997,Best actress,Frances McDormand,Fargo,39,Illinois,1957-06-23,6,23,1957,343,Male,White,Curtis Hanson,L.A. Confidential,Nomination
69,1997,Best actress,Frances McDormand,Fargo,39,Illinois,1957-06-23,6,23,1957,344,Male,White,Gus Van Sant,Good Will Hunting,Nomination
69,1997,Best actor,Geoffrey Rush,Shine,45,Australia,1951-07-06,7,6,1951,340,Male,White,James Cameron,Titanic,Winner
69,1997,Best actor,Geoffrey Rush,Shine,45,Australia,1951-07-06,7,6,1951,341,Male,White,Peter Cattaneo,The Full Monty,Nomination
69,1997,Best actor,Geoffrey Rush,Shine,45,Australia,1951-07-06,7,6,1951,342,Male,White,Atom Egoyan,The Sweet Hereafter,Nomination
69,1997,Best actor,Geoffrey Rush,Shine,45,Australia,1951-07-06,7,6,1951,343,Male,White,Curtis Hanson,L.A. Confidential,Nomination
69,1997,Best actor,Geoffrey Rush,Shine,45,Australia,1951-07-06,7,6,1951,344,Male,White,Gus Van Sant,Good Will Hunting,Nomination
70,1998,Best actress,Helen Hunt,As Good As It Gets,34,California,1963-06-15,6,15,1963,345,Male,White,Steven Spielberg,Saving Private Ryan,Winner
70,1998,Best actress,Helen Hunt,As Good As It Gets,34,California,1963-06-15,6,15,1963,346,Male,White,Roberto Benigni,Life Is Beautiful,Nomination
70,1998,Best actress,Helen Hunt,As Good As It Gets,34,California,1963-06-15,6,15,1963,347,Male,White,John Madden,Shakespeare in Love,Nomination
70,1998,Best actress,Helen Hunt,As Good As It Gets,34,California,1963-06-15,6,15,1963,348,Male,White,Terrence Malick,The Thin Red Line,Nomination
70,1998,Best actress,Helen Hunt,As Good As It Gets,34,California,1963-06-15,6,15,1963,349,Male,White,Peter Weir,The Truman Show,Nomination
70,1998,Best actor,Jack Nicholson,As Good as It Gets,60,New York,1937-04-22,4,22,1937,345,Male,White,Steven Spielberg,Saving Private Ryan,Winner
70,1998,Best actor,Jack Nicholson,As Good as It Gets,60,New York,1937-04-22,4,22,1937,346,Male,White,Roberto Benigni,Life Is Beautiful,Nomination
70,1998,Best actor,Jack Nicholson,As Good as It Gets,60,New York,1937-04-22,4,22,1937,347,Male,White,John Madden,Shakespeare in Love,Nomination
70,1998,Best actor,Jack Nicholson,As Good as It Gets,60,New York,1937-04-22,4,22,1937,348,Male,White,Terrence Malick,The Thin Red Line,Nomination
70,1998,Best actor,Jack Nicholson,As Good as It Gets,60,New York,1937-04-22,4,22,1937,349,Male,White,Peter Weir,The Truman Show,Nomination
71,1999,Best actress,Gwyneth Paltrow,Shakespeare in Love,26,California,1972-09-28,9,28,1972,350,Male,White,Sam Mendes,American Beauty,Winner
71,1999,Best actress,Gwyneth Paltrow,Shakespeare in Love,26,California,1972-09-28,9,28,1972,351,Male,White,Lasse Hallström,The Cider House Rules,Nomination
71,1999,Best actress,Gwyneth Paltrow,Shakespeare in Love,26,California,1972-09-28,9,28,1972,352,Male,White,Spike Jonze,Being John Malkovich,Nomination
71,1999,Best actress,Gwyneth Paltrow,Shakespeare in Love,26,California,1972-09-28,9,28,1972,353,Male,White,Michael Mann,The Insider,Nomination
71,1999,Best actress,Gwyneth Paltrow,Shakespeare in Love,26,California,1972-09-28,9,28,1972,354,Male,White,M. Night Shyamalan,The Sixth Sense,Nomination
71,1999,Best actor,Roberto Benigni,Life is Beautiful,46,Italy,1952-10-27,10,27,1952,350,Male,White,Sam Mendes,American Beauty,Winner
71,1999,Best actor,Roberto Benigni,Life is Beautiful,46,Italy,1952-10-27,10,27,1952,351,Male,White,Lasse Hallström,The Cider House Rules,Nomination
71,1999,Best actor,Roberto Benigni,Life is Beautiful,46,Italy,1952-10-27,10,27,1952,352,Male,White,Spike Jonze,Being John Malkovich,Nomination
71,1999,Best actor,Roberto Benigni,Life is Beautiful,46,Italy,1952-10-27,10,27,1952,353,Male,White,Michael Mann,The Insider,Nomination
71,1999,Best actor,Roberto Benigni,Life is Beautiful,46,Italy,1952-10-27,10,27,1952,354,Male,White,M. Night Shyamalan,The Sixth Sense,Nomination
72,2000,Best actress,Hilary Swank,Boys Don't Cry,25,Washington,1974-07-30,7,30,1974,355,Male,White,Steven Soderbergh,Traffic,Winner
72,2000,Best actress,Hilary Swank,Boys Don't Cry,25,Washington,1974-07-30,7,30,1974,356,Male,White,Stephen Daldry,Billy Elliot,Nomination
72,2000,Best actress,Hilary Swank,Boys Don't Cry,25,Washington,1974-07-30,7,30,1974,357,Male,White,Ang Lee,"Crouching Tiger, Hidden Dragon",Nomination
72,2000,Best actress,Hilary Swank,Boys Don't Cry,25,Washington,1974-07-30,7,30,1974,358,Male,White,Ridley Scott,Gladiator,Nomination
72,2000,Best actress,Hilary Swank,Boys Don't Cry,25,Washington,1974-07-30,7,30,1974,359,Male,White,Steven Soderbergh,Erin Brockovich,Nomination
72,2000,Best actor,Kevin Spacey,American Beauty,40,New Jersey,1959-07-26,7,26,1959,355,Male,White,Steven Soderbergh,Traffic,Winner
72,2000,Best actor,Kevin Spacey,American Beauty,40,New Jersey,1959-07-26,7,26,1959,356,Male,White,Stephen Daldry,Billy Elliot,Nomination
72,2000,Best actor,Kevin Spacey,American Beauty,40,New Jersey,1959-07-26,7,26,1959,357,Male,White,Ang Lee,"Crouching Tiger, Hidden Dragon",Nomination
72,2000,Best actor,Kevin Spacey,American Beauty,40,New Jersey,1959-07-26,7,26,1959,358,Male,White,Ridley Scott,Gladiator,Nomination
72,2000,Best actor,Kevin Spacey,American Beauty,40,New Jersey,1959-07-26,7,26,1959,359,Male,White,Steven Soderbergh,Erin Brockovich,Nomination
73,2001,Best actress,Julia Roberts,Erin Brockovich,33,Georgia,1967-10-28,10,28,1967,360,Male,White,Ron Howard,A Beautiful Mind,Winner
73,2001,Best actress,Julia Roberts,Erin Brockovich,33,Georgia,1967-10-28,10,28,1967,361,Male,White,Robert Altman,Gosford Park,Nomination
73,2001,Best actress,Julia Roberts,Erin Brockovich,33,Georgia,1967-10-28,10,28,1967,362,Male,White,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,Nomination
73,2001,Best actress,Julia Roberts,Erin Brockovich,33,Georgia,1967-10-28,10,28,1967,363,Male,White,David Lynch,Mulholland Drive,Nomination
73,2001,Best actress,Julia Roberts,Erin Brockovich,33,Georgia,1967-10-28,10,28,1967,364,Male,White,Ridley Scott,Black Hawk Down,Nomination
73,2001,Best actor,Russell Crowe,Gladiator,36,New Zealand,1964-04-07,4,7,1964,360,Male,White,Ron Howard,A Beautiful Mind,Winner
73,2001,Best actor,Russell Crowe,Gladiator,36,New Zealand,1964-04-07,4,7,1964,361,Male,White,Robert Altman,Gosford Park,Nomination
73,2001,Best actor,Russell Crowe,Gladiator,36,New Zealand,1964-04-07,4,7,1964,362,Male,White,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,Nomination
73,2001,Best actor,Russell Crowe,Gladiator,36,New Zealand,1964-04-07,4,7,1964,363,Male,White,David Lynch,Mulholland Drive,Nomination
73,2001,Best actor,Russell Crowe,Gladiator,36,New Zealand,1964-04-07,4,7,1964,364,Male,White,Ridley Scott,Black Hawk Down,Nomination
74,2002,Best actress,Halle Berry,Monster's Ball,35,Ohio,1966-08-14,8,14,1966,365,Male,White,Roman Polanski,The Pianist,Winner
74,2002,Best actress,Halle Berry,Monster's Ball,35,Ohio,1966-08-14,8,14,1966,366,Male,White,Pedro Almodóvar,Talk to Her,Nomination
74,2002,Best actress,Halle Berry,Monster's Ball,35,Ohio,1966-08-14,8,14,1966,367,Male,White,Stephen Daldry,The Hours,Nomination
74,2002,Best actress,Halle Berry,Monster's Ball,35,Ohio,1966-08-14,8,14,1966,368,Male,White,Rob Marshall,Chicago,Nomination
74,2002,Best actress,Halle Berry,Monster's Ball,35,Ohio,1966-08-14,8,14,1966,369,Male,White,Martin Scorsese,Gangs of New York,Nomination
74,2002,Best actor,Denzel Washington,Training Day,47,New York,1954-12-28,12,28,1954,365,Male,White,Roman Polanski,The Pianist,Winner
74,2002,Best actor,Denzel Washington,Training Day,47,New York,1954-12-28,12,28,1954,366,Male,White,Pedro Almodóvar,Talk to Her,Nomination
74,2002,Best actor,Denzel Washington,Training Day,47,New York,1954-12-28,12,28,1954,367,Male,White,Stephen Daldry,The Hours,Nomination
74,2002,Best actor,Denzel Washington,Training Day,47,New York,1954-12-28,12,28,1954,368,Male,White,Rob Marshall,Chicago,Nomination
74,2002,Best actor,Denzel Washington,Training Day,47,New York,1954-12-28,12,28,1954,369,Male,White,Martin Scorsese,Gangs of New York,Nomination
75,2003,Best actress,Nicole Kidman,The Hours,35,Australia,1967-06-20,6,20,1967,370,Male,White,Peter Jackson,The Lord of the Rings: The Return of the King,Winner
75,2003,Best actress,Nicole Kidman,The Hours,35,Australia,1967-06-20,6,20,1967,371,Female,White,Sofia Coppola,Lost in Translation,Nomination
75,2003,Best actress,Nicole Kidman,The Hours,35,Australia,1967-06-20,6,20,1967,372,Male,White,Clint Eastwood,Mystic River,Nomination
